movie_id,title,language,country,genres,budget,revenue,votes_count,duration,year,imdb_rating,profit,roi,budget_category
604,The Legend of Hercules ,English,USA,Action|Adventure|Fantasy,70000000.0,18821279.0,44891,99,2014,4.2,-51178721.0,-0.73,High budget
605,The Sum of All Fears ,English,USA,Action|Drama|Thriller,68000000.0,118471320.0,86504,124,2002,6.4,50471320.0,0.74,High budget
606,The Twilight Saga: Eclipse ,English,USA,Adventure|Drama|Fantasy|Romance,68000000.0,300523113.0,184637,124,2010,4.9,232523113.0,3.42,High budget
607,The Score ,English,USA,Crime|Drama|Thriller,68000000.0,71069884.0,101899,124,2001,6.8,3069884.0,0.05,High budget
608,Despicable Me ,English,USA,Animation|Comedy|Family,69000000.0,251501645.0,385943,87,2010,7.7,182501645.0,2.64,High budget
609,Money Train ,English,USA,Action|Comedy|Crime|Drama|Thriller,68000000.0,35324232.0,32224,105,1995,5.6,-32675768.0,-0.48,High budget
610,Ted 2 ,English,USA,Comedy,68000000.0,81257500.0,117739,125,2015,6.4,13257500.0,0.19,High budget
611,Agora ,English,Spain,Adventure|Drama|History|Romance,70000000.0,617840.0,52496,141,2009,7.2,-69382160.0,-0.99,High budget
612,Mystery Men ,English,USA,Action|Comedy|Fantasy|Sci-Fi,65000000.0,29655590.0,53970,121,1999,6.0,-35344410.0,-0.54,High budget
613,Hall Pass ,English,USA,Comedy|Romance,36000000.0,45045037.0,103230,111,2011,5.9,9045037.0,0.25,Mid budget
614,The Insider ,English,USA,Biography|Drama|Thriller,68000000.0,28965197.0,133526,157,1999,7.9,-39034803.0,-0.57,High budget
615,Body of Lies ,English,USA,Action|Drama|Thriller,70000000.0,39380442.0,174248,128,2008,7.1,-30619558.0,-0.44,High budget
616,Abraham Lincoln: Vampire Hunter ,English,USA,Action|Fantasy|Horror,69000000.0,37516013.0,128629,105,2012,5.9,-31483987.0,-0.46,High budget
617,Entrapment ,English,USA,Action|Crime|Romance|Thriller,66000000.0,87704396.0,88132,113,1999,6.2,21704396.0,0.33,High budget
618,The X Files ,English,USA,Drama|Mystery|Sci-Fi|Thriller,66000000.0,83892374.0,85720,121,1998,7.0,17892374.0,0.27,High budget
619,The Last Legion ,English,UK,Action|Adventure|Fantasy|War,35000000.0,5932060.0,29285,102,2007,5.4,-29067940.0,-0.83,Mid budget
620,Saving Private Ryan ,English,USA,Action|Drama|War,70000000.0,216119491.0,881236,169,1998,8.6,146119491.0,2.09,High budget
621,Need for Speed ,English,USA,Action|Crime|Drama|Thriller,66000000.0,43568507.0,136954,132,2014,6.5,-22431493.0,-0.34,High budget
622,What Women Want ,English,USA,Comedy|Fantasy|Romance,70000000.0,182805123.0,158864,127,2000,6.4,112805123.0,1.61,High budget
623,Ice Age ,English,USA,Adventure|Animation|Comedy|Family,59000000.0,176387405.0,328159,103,2002,7.6,117387405.0,1.99,High budget
624,Dreamcatcher ,English,USA,Drama|Horror|Sci-Fi|Thriller,68000000.0,33685268.0,75573,136,2003,5.5,-34314732.0,-0.5,High budget
625,Lincoln ,English,USA,Biography|Drama|History|War,65000000.0,182204440.0,197412,150,2012,7.4,117204440.0,1.8,High budget
626,The Matrix ,English,USA,Action|Sci-Fi,63000000.0,171383253.0,1217752,136,1999,8.7,108383253.0,1.72,High budget
627,Apollo 13 ,English,USA,Adventure|Drama|History,62000000.0,172071312.0,208817,140,1995,7.6,110071312.0,1.78,High budget
628,Total Recall ,English,USA,Action|Sci-Fi,65000000.0,119412921.0,240241,113,1990,7.5,54412921.0,0.84,High budget
629,The Santa Clause 2 ,English,USA,Comedy|Family|Fantasy,60000000.0,139225854.0,34561,104,2002,5.5,79225854.0,1.32,High budget
630,Les Misérables ,English,USA,Drama|Musical|Romance,61000000.0,148775460.0,243834,158,2012,7.6,87775460.0,1.44,High budget
631,You've Got Mail ,English,USA,Comedy|Drama|Romance,65000000.0,115731542.0,151812,119,1998,6.5,50731542.0,0.78,High budget
632,Step Brothers ,English,USA,Comedy,65000000.0,100468793.0,212499,106,2008,6.9,35468793.0,0.55,High budget
633,The Mask of Zorro ,English,USA,Action|Adventure|Comedy|Romance|Thriller|Western,65000000.0,93771072.0,135404,136,1998,6.7,28771072.0,0.44,High budget
634,Due Date ,English,USA,Comedy|Drama,65000000.0,100448498.0,272789,95,2010,6.6,35448498.0,0.55,High budget
635,Unbroken ,English,USA,Biography|Drama|Sport|War,65000000.0,115603980.0,103589,137,2014,7.2,50603980.0,0.78,High budget
636,Space Cowboys ,English,USA,Action|Adventure|Thriller,65000000.0,90454043.0,60165,130,2000,6.4,25454043.0,0.39,High budget
637,Cliffhanger ,English,USA,Action|Adventure|Thriller,70000000.0,84049211.0,96096,124,1993,6.4,14049211.0,0.2,High budget
638,Broken Arrow ,English,USA,Action|Crime|Thriller,50000000.0,70450000.0,77390,108,1996,6.0,20450000.0,0.41,Mid budget
639,The Kid ,English,USA,Comedy|Family|Fantasy,60000000.0,69688384.0,34473,104,2000,6.1,9688384.0,0.16,High budget
640,World Trade Center ,English,USA,Drama|History|Thriller,63000000.0,70236496.0,67395,129,2006,6.0,7236496.0,0.11,High budget
641,Mona Lisa Smile ,English,USA,Drama,65000000.0,63695760.0,61490,117,2003,6.4,-1304240.0,-0.02,High budget
642,The Dictator ,English,USA,Comedy|Romance,65000000.0,59617068.0,213863,99,2012,6.4,-5382932.0,-0.08,High budget
643,Eyes Wide Shut ,English,UK,Drama|Mystery|Thriller,65000000.0,55637680.0,227071,159,1999,7.3,-9362320.0,-0.14,High budget
644,Annie ,English,USA,Comedy|Drama|Family|Musical,65000000.0,85911262.0,24735,118,2014,5.2,20911262.0,0.32,High budget
645,Focus ,English,USA,Comedy|Crime|Drama|Romance,50100000.0,53846915.0,149337,105,2015,6.6,3746915.0,0.07,High budget
646,This Means War ,English,USA,Action|Comedy|Romance,65000000.0,54758461.0,147641,103,2012,6.3,-10241539.0,-0.16,High budget
647,Blade: Trinity ,English,USA,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,65000000.0,52397389.0,132954,122,2004,5.9,-12602611.0,-0.19,High budget
648,Primary Colors ,English,France,Comedy|Drama,65000000.0,38966057.0,23940,143,1998,6.7,-26033943.0,-0.4,High budget
649,Resident Evil: Retribution ,English,Germany,Action|Horror|Sci-Fi|Thriller,65000000.0,42345531.0,104831,96,2012,5.4,-22654469.0,-0.35,High budget
650,Death Race ,English,USA,Action|Sci-Fi|Thriller,45000000.0,36064910.0,166610,111,2008,6.4,-8935090.0,-0.2,Mid budget
651,The Long Kiss Goodnight ,English,USA,Action|Crime|Drama|Mystery|Thriller,65000000.0,33328051.0,60508,121,1996,6.7,-31671949.0,-0.49,High budget
652,Proof of Life ,English,USA,Action|Drama|Thriller,65000000.0,32598931.0,49300,135,2000,6.2,-32401069.0,-0.5,High budget
653,Zathura: A Space Adventure ,English,USA,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,65000000.0,28045540.0,67707,101,2005,6.1,-36954460.0,-0.57,High budget
654,Fight Club ,English,USA,Drama,63000000.0,37023395.0,1347461,151,1999,8.8,-25976605.0,-0.41,High budget
655,We Are Marshall ,English,USA,Drama|Sport,65000000.0,43532294.0,46951,131,2006,7.1,-21467706.0,-0.33,High budget
656,Hudson Hawk ,English,USA,Action|Adventure|Comedy,70000000.0,17218080.0,43376,100,1991,5.7,-52781920.0,-0.75,High budget
657,Lucky Numbers ,English,France,Comedy|Crime,65000000.0,10014234.0,8560,105,2000,5.0,-54985766.0,-0.85,High budget
658,"I, Frankenstein ",English,Australia,Action|Fantasy|Sci-Fi|Thriller,65000000.0,19059018.0,65709,92,2014,5.1,-45940982.0,-0.71,High budget
659,Oliver Twist ,English,UK,Crime|Drama,50000000.0,1987287.0,25474,130,2005,6.9,-48012713.0,-0.96,Mid budget
660,Elektra ,English,Canada,Action|Crime|Fantasy|Thriller,43000000.0,24407944.0,71202,100,2005,4.8,-18592056.0,-0.43,Mid budget
661,Sin City: A Dame to Kill For ,English,USA,Action|Crime|Thriller,65000000.0,13750556.0,111102,102,2014,6.5,-51249444.0,-0.79,High budget
662,Random Hearts ,English,USA,Drama|Mystery|Romance,64000000.0,31054924.0,17025,133,1999,5.1,-32945076.0,-0.51,High budget
663,Everest ,English,UK,Adventure|Biography|Drama|History|Sport|Thriller,55000000.0,43247140.0,134625,121,2015,7.1,-11752860.0,-0.21,High budget
664,Perfume: The Story of a Murderer ,English,Germany,Crime|Drama|Fantasy,50000000.0,2208939.0,190490,147,2006,7.5,-47791061.0,-0.96,Mid budget
665,Austin Powers in Goldmember ,English,USA,Action|Comedy|Crime,63000000.0,213079163.0,162909,94,2002,6.2,150079163.0,2.38,High budget
666,Astro Boy ,English,Hong Kong,Action|Animation|Comedy|Family|Sci-Fi,65000000.0,19548064.0,25681,94,2009,6.3,-45451936.0,-0.7,High budget
667,Jurassic Park ,English,USA,Adventure|Sci-Fi|Thriller,63000000.0,356784000.0,613473,127,1993,8.1,293784000.0,4.66,High budget
668,Wyatt Earp ,English,USA,Adventure|Biography|Crime|Drama|Western,63000000.0,25052000.0,35314,212,1994,6.6,-37948000.0,-0.6,High budget
669,Clear and Present Danger ,English,USA,Action|Crime|Drama|Thriller,62000000.0,122012710.0,69663,141,1994,6.9,60012710.0,0.97,High budget
670,Dragon Blade ,Mandarin,China,Action|Adventure|Drama|History,65000000.0,72413.0,11584,103,2015,6.1,-64927587.0,-1.0,High budget
671,Littleman ,English,USA,Comedy|Crime,64000000.0,58255287.0,39471,98,2006,4.3,-5744713.0,-0.09,High budget
672,U-571 ,English,France,Action|War,62000000.0,77086030.0,65297,116,2000,6.6,15086030.0,0.24,High budget
673,The American President ,English,USA,Comedy|Drama|Romance,62000000.0,65000000.0,43027,114,1995,6.8,3000000.0,0.05,High budget
674,The Love Guru ,English,USA,Comedy|Romance|Sport,62000000.0,32178777.0,43300,87,2008,3.8,-29821223.0,-0.48,High budget
675,3000 Miles to Graceland ,English,USA,Action|Comedy|Crime|Thriller,42000000.0,15738632.0,38076,125,2001,5.9,-26261368.0,-0.63,Mid budget
676,The Hateful Eight ,English,USA,Crime|Drama|Mystery|Thriller|Western,44000000.0,54116191.0,272839,187,2015,7.9,10116191.0,0.23,Mid budget
677,Blades of Glory ,English,USA,Comedy|Sport,61000000.0,118153533.0,129995,93,2007,6.3,57153533.0,0.94,High budget
678,Hop ,English,USA,Adventure|Animation|Comedy|Family|Fantasy,63000000.0,108012170.0,24089,95,2011,5.5,45012170.0,0.71,High budget
679,300 ,English,USA,Action|Drama|Fantasy|War,65000000.0,210592590.0,607235,117,2006,7.7,145592590.0,2.24,High budget
680,Meet the Fockers ,English,USA,Comedy|Romance,80000000.0,279167575.0,211296,106,2004,6.3,199167575.0,2.49,High budget
681,Marley & Me ,English,USA,Comedy|Drama|Family,60000000.0,143151473.0,116681,115,2008,7.1,83151473.0,1.39,High budget
682,The Green Mile ,English,USA,Crime|Drama|Fantasy|Mystery,60000000.0,136801374.0,782610,189,1999,8.5,76801374.0,1.28,High budget
683,Chicken Little ,English,USA,Adventure|Animation|Comedy|Family|Sci-Fi,150000000.0,135381507.0,63912,81,2005,5.8,-14618493.0,-0.1,High budget
684,Gone Girl ,English,USA,Crime|Drama|Mystery|Thriller,61000000.0,167735396.0,569841,149,2014,8.1,106735396.0,1.75,High budget
685,The Bourne Identity ,English,USA,Action|Mystery|Thriller,60000000.0,121468960.0,407601,119,2002,7.9,61468960.0,1.02,High budget
686,GoldenEye ,English,UK,Action|Adventure|Thriller,58000000.0,106635996.0,199025,130,1995,7.2,48635996.0,0.84,High budget
687,The General's Daughter ,English,USA,Drama|Mystery|Thriller,95000000.0,102678089.0,42705,116,1999,6.3,7678089.0,0.08,High budget
688,The Truman Show ,English,USA,Comedy|Drama|Sci-Fi,60000000.0,125603360.0,667983,103,1998,8.1,65603360.0,1.09,High budget
689,The Prince of Egypt ,English,USA,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,70000000.0,101217900.0,91093,99,1998,7.0,31217900.0,0.45,High budget
690,Daddy Day Care ,English,USA,Comedy|Family,60000000.0,104148781.0,49486,92,2003,5.5,44148781.0,0.74,High budget
691,2 Guns ,English,USA,Action|Comedy|Crime|Drama|Thriller,61000000.0,75573300.0,156898,109,2013,6.7,14573300.0,0.24,High budget
692,Cats & Dogs ,English,USA,Action|Comedy|Family|Fantasy,60000000.0,93375151.0,46031,87,2001,5.2,33375151.0,0.56,High budget
693,The Italian Job ,English,USA,Action|Crime|Thriller,60000000.0,106126012.0,285623,111,2003,7.0,46126012.0,0.77,High budget
694,Two Weeks Notice ,English,USA,Comedy|Romance,60000000.0,93307796.0,85673,101,2002,6.1,33307796.0,0.56,High budget
695,Antz ,English,USA,Adventure|Animation|Comedy|Family,105000000.0,90646554.0,124641,83,1998,6.6,-14353446.0,-0.14,High budget
696,Couples Retreat ,English,USA,Comedy,60000000.0,109176215.0,83506,113,2009,5.5,49176215.0,0.82,High budget
697,Days of Thunder ,English,USA,Action|Drama|Sport,60000000.0,82670733.0,60476,107,1990,5.9,22670733.0,0.38,High budget
698,Cheaper by the Dozen 2 ,English,USA,Adventure|Comedy|Family,60000000.0,82569532.0,42737,94,2005,5.4,22569532.0,0.38,High budget
699,The Scorch Trials ,English,USA,Action|Sci-Fi|Thriller,61000000.0,81687587.0,138246,132,2015,6.4,20687587.0,0.34,High budget
700,Eat Pray Love ,English,USA,Drama|Romance,60000000.0,80574010.0,63493,140,2010,5.7,20574010.0,0.34,High budget
701,The Family Man ,English,USA,Comedy|Drama|Fantasy|Romance,60000000.0,75764085.0,85844,125,2000,6.7,15764085.0,0.26,High budget
702,RED ,English,USA,Action|Comedy|Crime|Thriller,58000000.0,90356857.0,238916,111,2010,7.1,32356857.0,0.56,High budget
703,Any Given Sunday ,English,USA,Drama|Sport,55000000.0,75530832.0,97047,156,1999,6.8,20530832.0,0.37,High budget
704,The Horse Whisperer ,English,USA,Drama|Romance|Western,60000000.0,75370763.0,32353,170,1998,6.5,15370763.0,0.26,High budget
705,Collateral ,English,USA,Crime|Drama|Thriller,65000000.0,100003492.0,293662,120,2004,7.6,35003492.0,0.54,High budget
706,The Scorpion King ,English,USA,Action|Adventure|Fantasy|Thriller,60000000.0,90341670.0,102129,100,2002,5.5,30341670.0,0.51,High budget
707,Ladder 49 ,English,USA,Action|Drama|Thriller,55000000.0,74540762.0,48753,115,2004,6.5,19540762.0,0.36,High budget
708,Jack Reacher ,English,USA,Action|Crime|Mystery|Thriller,60000000.0,80033643.0,226570,130,2012,7.0,20033643.0,0.33,High budget
709,Deep Blue Sea ,English,USA,Action|Sci-Fi|Thriller,60000000.0,73648142.0,99043,105,1999,5.8,13648142.0,0.23,High budget
710,This Is It ,English,USA,Documentary|Music,60000000.0,71844424.0,33158,111,2009,7.3,11844424.0,0.2,High budget
711,Contagion ,English,USA,Drama|Thriller,60000000.0,75638743.0,180479,106,2011,6.6,15638743.0,0.26,High budget
712,Kangaroo Jack ,English,USA,Action|Adventure|Comedy|Crime,60000000.0,66734992.0,23476,89,2003,4.4,6734992.0,0.11,High budget
713,Coraline ,English,USA,Animation|Family|Fantasy,60000000.0,75280058.0,143121,100,2009,7.7,15280058.0,0.25,High budget
714,The Happening ,English,USA,Sci-Fi|Thriller,48000000.0,64505912.0,163130,91,2008,5.0,16505912.0,0.34,Mid budget
715,Man on Fire ,English,USA,Action|Crime|Drama|Thriller,70000000.0,77862546.0,266310,146,2004,7.7,7862546.0,0.11,High budget
716,The Shaggy Dog ,English,USA,Comedy|Family|Fantasy,50000000.0,61112916.0,14888,98,2006,4.4,11112916.0,0.22,Mid budget
717,Starsky & Hutch ,English,USA,Comedy|Crime,60000000.0,88200225.0,120795,101,2004,6.1,28200225.0,0.47,High budget
718,Jingle All the Way ,English,USA,Comedy|Family,60000000.0,60573641.0,68406,94,1996,5.4,573641.0,0.01,High budget
719,Hellboy ,English,USA,Action|Fantasy|Horror|Sci-Fi,66000000.0,59035104.0,244566,132,2004,6.8,-6964896.0,-0.11,High budget
720,A Civil Action ,English,USA,Drama,60000000.0,56702901.0,23302,115,1998,6.5,-3297099.0,-0.05,High budget
721,ParaNorman ,English,USA,Adventure|Animation|Comedy|Family|Fantasy,60000000.0,55994557.0,72287,92,2012,7.0,-4005443.0,-0.07,High budget
722,The Jackal ,English,USA,Action|Adventure|Crime|Thriller,60000000.0,54910560.0,88225,124,1997,6.3,-5089440.0,-0.08,High budget
723,Paycheck ,English,USA,Action|Mystery|Sci-Fi|Thriller,60000000.0,53789313.0,89816,119,2003,6.3,-6210687.0,-0.1,High budget
724,Up Close & Personal ,English,USA,Drama|Romance,60000000.0,51045801.0,11370,124,1996,6.1,-8954199.0,-0.15,High budget
725,The Tale of Despereaux ,English,UK,Adventure|Animation|Comedy|Family|Fantasy,60000000.0,50818750.0,31209,93,2008,6.1,-9181250.0,-0.15,High budget
726,The Tuxedo ,English,USA,Action|Comedy|Sci-Fi,60000000.0,50189179.0,61966,98,2002,5.3,-9810821.0,-0.16,High budget
727,Under Siege 2: Dark Territory ,English,USA,Action|Thriller,60000000.0,50024083.0,35918,92,1995,5.4,-9975917.0,-0.17,High budget
728,Jack Ryan: Shadow Recruit ,English,USA,Action|Drama|Thriller,60000000.0,50549107.0,99035,105,2014,6.2,-9450893.0,-0.16,High budget
729,Joy ,English,USA,Biography|Comedy|Drama,60000000.0,56443482.0,75329,124,2015,6.6,-3556518.0,-0.06,High budget
730,London Has Fallen ,English,UK,Action|Crime|Drama|Thriller,60000000.0,62401264.0,69484,99,2016,5.9,2401264.0,0.04,High budget
731,Alien: Resurrection ,English,USA,Action|Horror|Sci-Fi,75000000.0,47748610.0,170179,116,1997,6.3,-27251390.0,-0.36,High budget
732,Shooter ,English,USA,Action|Crime|Drama|Mystery|Thriller,61000000.0,46975183.0,256213,124,2007,7.2,-14024817.0,-0.23,High budget
733,The Boxtrolls ,English,USA,Adventure|Animation|Comedy|Family|Fantasy,60000000.0,50807639.0,40883,96,2014,6.8,-9192361.0,-0.15,High budget
734,Practical Magic ,English,USA,Comedy|Drama|Fantasy|Romance,48000000.0,46611204.0,55749,104,1998,6.1,-1388796.0,-0.03,Mid budget
735,The Lego Movie ,English,Australia,Action|Adventure|Animation|Comedy|Family|Fantasy,60000000.0,257756197.0,246698,100,2014,7.8,197756197.0,3.3,High budget
736,Miss Congeniality 2: Armed and Fabulous ,English,USA,Action|Comedy|Crime,45000000.0,48472213.0,51252,115,2005,5.0,3472213.0,0.08,Mid budget
737,Reign of Fire ,English,USA,Action|Adventure|Fantasy|Sci-Fi|Thriller,60000000.0,43060566.0,107859,101,2002,6.2,-16939434.0,-0.28,High budget
738,Gangster Squad ,English,USA,Action|Crime|Drama|Thriller,60000000.0,45996718.0,173530,113,2013,6.7,-14003282.0,-0.23,High budget
739,Year One ,English,USA,Adventure|Comedy,60000000.0,43337279.0,76770,100,2009,4.9,-16662721.0,-0.28,High budget
740,Invictus ,English,USA,Biography|Drama|History|Sport,60000000.0,37479778.0,124222,134,2009,7.4,-22520222.0,-0.38,High budget
741,Duplicity ,English,USA,Comedy|Crime|Romance|Thriller,60000000.0,40559930.0,41727,125,2009,6.2,-19440070.0,-0.32,High budget
742,My Favorite Martian ,English,USA,Comedy|Family|Sci-Fi,65000000.0,36830057.0,10883,94,1999,4.9,-28169943.0,-0.43,High budget
743,The Sentinel ,English,USA,Action|Crime|Thriller,60000000.0,36279230.0,42144,107,2006,6.1,-23720770.0,-0.4,High budget
744,Planet 51 ,English,Spain,Adventure|Animation|Comedy|Family|Sci-Fi,70000000.0,42194060.0,41259,91,2009,6.1,-27805940.0,-0.4,High budget
745,Star Trek: Nemesis ,English,USA,Action|Adventure|Sci-Fi|Thriller,60000000.0,43119879.0,58450,116,2002,6.4,-16880121.0,-0.28,High budget
746,Intolerable Cruelty ,English,USA,Comedy|Crime|Romance,60000000.0,35096190.0,76560,100,2003,6.3,-24903810.0,-0.42,High budget
747,Edge of Darkness ,English,UK,Crime|Drama|Mystery|Thriller,80000000.0,43290977.0,75201,117,2010,6.6,-36709023.0,-0.46,High budget
748,The Relic ,English,UK,Horror|Mystery|Sci-Fi|Thriller,40000000.0,33927476.0,19176,110,1997,5.7,-6072524.0,-0.15,Mid budget
749,Analyze That ,English,USA,Comedy|Crime,60000000.0,32122249.0,69319,96,2002,5.9,-27877751.0,-0.46,High budget
750,Righteous Kill ,English,USA,Action|Crime|Drama|Mystery|Thriller,60000000.0,40076438.0,73368,101,2008,6.0,-19923562.0,-0.33,High budget
751,Mercury Rising ,English,USA,Action|Crime|Drama|Thriller,60000000.0,32940507.0,54314,111,1998,6.1,-27059493.0,-0.45,High budget
752,The Soloist ,English,UK,Biography|Drama|Music,60000000.0,31670931.0,44099,117,2009,6.7,-28329069.0,-0.47,High budget
753,The Legend of Bagger Vance ,English,USA,Drama|Fantasy|Sport,60000000.0,30695227.0,45296,126,2000,6.7,-29304773.0,-0.49,High budget
754,Almost Famous ,English,USA,Adventure|Comedy|Drama|Music,60000000.0,32522352.0,207287,152,2000,7.9,-27477648.0,-0.46,High budget
755,xXx: State of the Union ,English,USA,Action|Adventure|Crime|Thriller,87000000.0,26082914.0,51349,101,2005,4.3,-60917086.0,-0.7,High budget
756,Priest ,English,USA,Action|Fantasy|Horror|Sci-Fi|Thriller,60000000.0,29136626.0,97089,87,2011,5.7,-30863374.0,-0.51,High budget
757,Sinbad: Legend of the Seven Seas ,English,USA,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,60000000.0,26288320.0,36144,85,2003,6.7,-33711680.0,-0.56,High budget
758,Event Horizon ,English,UK,Horror|Sci-Fi|Thriller,60000000.0,26616590.0,120416,130,1997,6.7,-33383410.0,-0.56,High budget
759,The Avengers ,English,USA,Action|Adventure|Sci-Fi,220000000.0,623279547.0,995415,173,2012,8.1,403279547.0,1.83,High budget
760,Dragonfly ,English,USA,Drama|Fantasy|Mystery|Romance|Thriller,60000000.0,30063805.0,31788,104,2002,6.1,-29936195.0,-0.5,High budget
761,The Black Dahlia ,English,Germany,Crime|Drama|Mystery|Thriller,50000000.0,22518325.0,63363,121,2006,5.6,-27481675.0,-0.55,Mid budget
762,Flyboys ,English,UK,Action|Adventure|Drama|History|Romance|War,60000000.0,13082288.0,35565,140,2006,6.6,-46917712.0,-0.78,High budget
763,The Last Castle ,English,USA,Action|Drama|Thriller,60000000.0,18208078.0,57100,131,2001,6.9,-41791922.0,-0.7,High budget
764,Supernova ,English,USA,Horror|Sci-Fi|Thriller,65000000.0,14218868.0,14596,91,2000,4.8,-50781132.0,-0.78,High budget
765,Winter's Tale ,English,USA,Drama|Fantasy|Mystery|Romance,60000000.0,22451.0,41288,118,2014,6.2,-59977549.0,-1.0,High budget
766,The Mortal Instruments: City of Bones ,English,USA,Fantasy|Horror|Mystery|Romance,60000000.0,31165421.0,107028,130,2013,6.0,-28834579.0,-0.48,High budget
767,Meet Dave ,English,USA,Adventure|Comedy|Family|Romance|Sci-Fi,60000000.0,11802056.0,31640,90,2008,4.9,-48197944.0,-0.8,High budget
768,Dark Water ,English,USA,Drama|Horror|Thriller,30000000.0,25472967.0,44966,103,2005,5.6,-4527033.0,-0.15,Mid budget
769,Edtv ,English,USA,Comedy|Drama,55000000.0,22362500.0,35599,122,1999,6.1,-32637500.0,-0.59,High budget
770,Inkheart ,English,Germany,Adventure|Family|Fantasy,60000000.0,17281832.0,60232,106,2008,6.1,-42718168.0,-0.71,High budget
771,The Spirit ,English,USA,Action|Crime|Fantasy|Thriller,60000000.0,19781879.0,53864,103,2008,4.8,-40218121.0,-0.67,High budget
772,Mortdecai ,English,UK,Action|Comedy|Mystery|Romance,60000000.0,7605668.0,47320,107,2015,5.5,-52394332.0,-0.87,High budget
773,In the Name of the King: A Dungeon Siege Tale ,English,Germany,Action|Adventure|Fantasy|Thriller,60000000.0,4535117.0,38398,156,2007,3.8,-55464883.0,-0.92,High budget
774,Beyond Borders ,English,USA,Adventure|Drama|Romance|War,35000000.0,4426297.0,22570,127,2003,6.5,-30573703.0,-0.87,Mid budget
775,The Great Raid ,Filipino,USA,Action|Drama|War,80000000.0,10166502.0,18209,132,2005,6.7,-69833498.0,-0.87,High budget
776,Deadpool ,English,USA,Action|Adventure|Comedy|Romance|Sci-Fi,58000000.0,363024263.0,479047,108,2016,8.1,305024263.0,5.26,High budget
777,Holy Man ,English,USA,Comedy|Drama,60000000.0,12065985.0,16260,114,1998,4.9,-47934015.0,-0.8,High budget
778,American Sniper ,English,USA,Action|Biography|Drama|History|Thriller|War,58800000.0,350123553.0,325264,133,2014,7.3,291323553.0,4.95,High budget
779,Goosebumps ,English,USA,Adventure|Comedy|Family|Fantasy|Horror,58000000.0,80021740.0,47968,103,2015,6.4,22021740.0,0.38,High budget
780,Just Like Heaven ,English,USA,Comedy|Fantasy|Romance,58000000.0,48291624.0,82819,95,2005,6.7,-9708376.0,-0.17,High budget
781,The Flintstones in Viva Rock Vegas ,English,USA,Comedy|Family|Romance|Sci-Fi,60000000.0,35231365.0,15517,90,2000,3.6,-24768635.0,-0.41,High budget
782,Rambo III ,English,USA,Action|Adventure|Thriller|War,63000000.0,53715611.0,92106,87,1988,5.7,-9284389.0,-0.15,High budget
783,Leatherheads ,English,USA,Comedy|Drama|Romance|Sport,58000000.0,31199215.0,27664,114,2008,6.0,-26800785.0,-0.46,High budget
784,Did You Hear About the Morgans? ,English,USA,Comedy|Drama|Romance,58000000.0,29580087.0,29523,103,2009,4.7,-28419913.0,-0.49,High budget
785,The Internship ,English,USA,Comedy,58000000.0,44665963.0,159931,125,2013,6.3,-13334037.0,-0.23,High budget
786,Resident Evil: Afterlife ,English,Germany,Action|Adventure|Horror|Sci-Fi,60000000.0,60128566.0,131447,97,2010,5.9,128566.0,0.0,High budget
787,Red Tails ,English,USA,Action|Adventure|Drama|History|War,58000000.0,49875589.0,28807,125,2012,5.9,-8124411.0,-0.14,High budget
788,The Devil's Advocate ,English,USA,Drama|Mystery|Thriller,57000000.0,60984028.0,259519,136,1997,7.5,3984028.0,0.07,High budget
789,That's My Boy ,English,USA,Comedy,70000000.0,36931089.0,70681,116,2012,5.6,-33068911.0,-0.47,High budget
790,DragonHeart ,English,USA,Action|Adventure|Fantasy,57000000.0,51317350.0,78343,103,1996,6.4,-5682650.0,-0.1,High budget
791,After the Sunset ,English,USA,Action|Comedy|Crime|Drama,58000000.0,28328132.0,38298,97,2004,6.3,-29671868.0,-0.51,High budget
792,Ghost Rider: Spirit of Vengeance ,English,USA,Action|Fantasy|Thriller,57000000.0,51774002.0,87745,96,2011,4.3,-5225998.0,-0.09,High budget
793,Captain Corelli's Mandolin ,English,UK,Drama|Music|Romance|War,57000000.0,25528495.0,28099,131,2001,5.9,-31471505.0,-0.55,High budget
794,The Pacifier ,English,Canada,Action|Comedy|Drama|Family|Thriller,56000000.0,113006880.0,66308,95,2005,5.5,57006880.0,1.02,High budget
795,Walking Tall ,English,USA,Action|Crime,56000000.0,45860039.0,53118,86,2004,6.2,-10139961.0,-0.18,High budget
796,Forrest Gump ,English,USA,Comedy|Drama,55000000.0,329691196.0,1251222,142,1994,8.8,274691196.0,4.99,High budget
797,Alvin and the Chipmunks ,English,USA,Animation|Comedy|Family|Fantasy|Music,60000000.0,217326336.0,57276,92,2007,5.2,157326336.0,2.62,High budget
798,Meet the Parents ,English,USA,Comedy,55000000.0,166225040.0,260442,108,2000,7.0,111225040.0,2.02,High budget
799,Pocahontas ,English,USA,Adventure|Animation|Drama|Family|History|Musical|Romance,55000000.0,141600000.0,119675,84,1995,6.6,86600000.0,1.57,High budget
800,Superman ,English,USA,Action|Adventure|Drama|Romance|Sci-Fi,55000000.0,134218018.0,126357,188,1978,7.3,79218018.0,1.44,High budget
